,0,1
r_0225,,0.033171339866209584
r_0226,,30.89232681074395
r_0227,,0.0
r_0228,,0.0
r_0229,,0.0
r_0230,,0.0
r_0231,,0.01493345349581432
r_0233,,0.0
r_0234,,0.01493345349581432
r_0235,,0.01493345349581432
r_0236,,0.01493345349581432
r_0237,,0.01493345349581432
r_0238,,0.01493345349581432
r_0239,,0.01493345349581432
r_0240,,0.01493345349581432
r_0241,,0.01493345349581432
r_0242,,0.0
r_0243,,0.0
r_0244,,0.01493345349581432
r_0249,,0.0
r_0250,,0.13951868978621507
r_0252,,0.0
r_0253,,0.0
r_0254,,0.0
r_0255,,0.0
r_0256,,0.0
r_0259,,0.0
r_0260,,0.0
r_0261,,0.0
r_0262,,0.0
r_0263,,0.0
r_0264,,0.0
r_0265,,0.0
r_0266,,0.0
r_0267,,0.0
r_0268,,0.0
r_0269,,0.0
r_0270,,0.0
r_0271,,0.0
r_0272,,0.0
r_0273,,0.0019406573651081552
r_0274,,0.0019406573651081552
r_0278,,0.11073297998332463
r_0279,,0.12860186512596908
r_0280,,0.06430093673845565
r_0281,,0.0
r_0282,,0.0
r_0283,,0.0
r_0284,,0.0
r_0285,,0.0
r_0286,,0.0
r_0287,,0.0
r_0288,,0.0
r_0289,,0.0
r_0290,,0.0
r_0291,,0.0
r_0292,,0.0
r_0293,,0.0
r_0294,,0.0
r_0295,,0.0
r_0296,,0.0
r_0297,,0.0
r_0298,,0.0
r_0299,,0.0
r_0300,,3.791039907354376
r_0301,,0.0
r_0302,,0.06430093673845566
r_0303,,0.1286018651259691
r_0304,,3.9999997625272954e-07
r_0306,,0.0
r_0307,,0.025200176504212576
r_0308,,0.0
r_0309,,0.010775443863586004
r_0310,,0.0
r_0311,,0.09229383327806198
r_0312,,0.0
r_0314,,0.0
r_0315,,0.0
r_0317,,0.01493345349581432
r_0318,,0.0
r_0319,,0.0
r_0320,,0.0
r_0321,,0.0
r_0322,,-2.220446049250313e-16
r_0323,,0.0
r_0326,,-0.0009600000455520785
r_0327,,0.0
r_0328,,0.0
r_0329,,0.0
r_0330,,-0.0009600000455964042
r_0331,,0.0
r_0332,,0.0
r_0334,,0.0
r_0335,,0.0
r_0340,,0.0
r_0341,,0.0
r_0342,,0.0
r_0343,,0.0
r_0344,,0.0014653599999982507
r_0345,,0.0
r_0346,,2.535999999592241e-05
r_0347,,2.535999999592241e-05
r_0348,,0.0
r_0349,,-0.0674918198500909
r_0350,,2.535999999592241e-05
r_0351,,0.0
r_0352,,0.2660606926397528
r_0353,,0.10314327714138677
r_0354,,0.0
r_0355,,0.0298673069916049
r_0356,,0.0
r_0357,,0.0
r_0358,,0.0
r_0359,,0.0
r_0360,,0.0
r_0361,,0.28437585014785327
r_0362,,0.28437585014785327
r_0363,,0.0
r_0364,,0.0024000000455503597
r_0365,,0.0
r_0366,,7.205270723043845
r_0368,,0.0
r_0369,,0.0
r_0370,,0.0
r_0373,,0.0
r_0399,,0.0
r_0400,,0.0
r_0402,,0.0
r_0410,,0.0
r_0412,,0.0
r_0436,,3.9999997625272954e-07
r_0437,,0.0
r_0438,,48.803043934824565
r_0439,,24.401521967412283
r_0440,,1.9999999999976125e-06
r_0441,,0.0
r_0442,,0.0
r_0443,,0.0
r_0445,,0.04857985755824283
r_0446,,0.4112377956545288
r_0447,,-0.441230839717277
r_0448,,0.0
r_0449,,0.0
r_0450,,1.6426676577879276
r_0451,,2.5598795703577624
r_0452,,1.012115149704217
r_0453,,0.0674918198500909
r_0454,,-1.9999999999976125e-06
r_0455,,1.9999999999976125e-06
r_0457,,0.0
r_0458,,0.0
r_0459,,0.5993187433924732
r_0460,,0.0
r_0461,,0.0
r_0462,,0.0298673069916049
r_0463,,0.0
r_0464,,-6.821210263296962e-13
r_0465,,0.0
r_0466,,2.380270268089761
r_0467,,2.1521738801056003
r_0468,,0.07435658987586992
r_0469,,0.0
r_0470,,0.0
r_0471,,2.7854173971406233
r_0472,,0.0
r_0473,,0.07435658987586992
r_0475,,0.0
r_0476,,0.4345614443463892
r_0477,,0.0
r_0480,,0.0
r_0481,,0.0
r_0482,,0.0
r_0483,,0.0
r_0484,,0.0
r_0485,,0.0
r_0486,,7.205270723043845
r_0487,,0.0
r_0488,,0.0
r_0489,,0.0
r_0490,,0.0
r_0491,,0.013855571748291521
r_0492,,0.013855571748291521
r_0497,,0.001940657365108155
r_0499,,0.06792824224093186
r_0500,,0.0
r_0501,,0.0
r_0502,,-0.15629387783329807
r_0503,,0.0
r_0504,,0.0
r_0505,,2.5598807703575726
r_0506,,0.44123083971726373
r_0507,,0.44123083971726373
r_0508,,0.44123083971726373
r_0509,,0.0
r_0510,,0.14456581102933797
r_0511,,0.0
r_0514,,0.03021917410426692
r_0518,,0.0
r_0519,,0.0
r_0520,,0.0
r_0521,,0.0
r_0522,,0.0
r_0523,,0.0
r_0524,,2.535999999592241e-05
r_0525,,0.0003999999999995225
r_0526,,0.0
r_0527,,0.0
r_0528,,0.051330640213762956
r_0529,,0.051330640213762956
r_0530,,3.9999997625272954e-07
r_0531,,3.9999997625272954e-07
r_0532,,0.0
r_0533,,0.0
r_0534,,0.0
r_0535,,0.0
r_0536,,0.033171339866209584
r_0537,,0.033171339866209584
r_0538,,0.033171339866209584
r_0540,,0.0
r_0541,,0.0
r_0542,,0.1146265148462362
r_0543,,0.0
r_0544,,0.0
r_0545,,0.11462651484626754
r_0546,,0.22358311183736518
r_0547,,0.0
r_0548,,0.09256335178967512
r_0549,,0.13101976004769006
r_0550,,0.0
r_0551,,0.0
r_0552,,0.0
r_0553,,0.0
r_0554,,0.0
r_0555,,0.0
r_0556,,0.0
r_0557,,3.9999997625272954e-07
r_0558,,0.08960192097481469
r_0559,,0.0
r_0560,,0.08960192097481469
r_0561,,4.79999999999427e-07
r_0562,,0.0
r_0563,,0.033171339866209584
r_0564,,0.033171339866209584
r_0565,,0.030219174104266923
r_0566,,0.017843525142648534
r_0567,,0.0
r_0568,,4.119103992950682
r_0569,,0.5864027673588822
r_0570,,0.10109910210714143
r_0571,,0.0
r_0572,,0.0
r_0573,,0.0
r_0574,,0.0
r_0575,,0.0
r_0596,,0.0
r_0597,,0.0
r_0598,,0.0
r_0599,,0.0
r_0600,,0.0
r_0601,,0.0
r_0602,,0.0
r_0603,,0.0
r_0604,,0.0
r_0605,,0.0
r_0606,,0.0
r_0607,,0.0
r_0608,,0.0
r_0609,,0.0
r_0610,,0.0
r_0611,,0.0
r_0612,,0.0
r_0613,,0.0
r_0614,,0.0
r_0615,,0.0
r_0616,,0.0
r_0617,,0.0
r_0618,,0.0
r_0619,,0.0
r_0620,,0.0
r_0621,,0.0
r_0622,,0.0
r_0623,,0.0
r_0624,,0.0
r_0625,,0.0
r_0626,,0.0
r_0627,,0.0
r_0628,,0.0
r_0629,,0.0
r_0630,,0.0
r_0631,,0.0
r_0632,,0.0
r_0633,,0.0
r_0634,,0.0
r_0635,,0.0
r_0636,,0.0
r_0637,,0.0
r_0638,,0.0
r_0639,,0.0
r_0640,,0.0
r_0641,,0.0
r_0642,,0.0
r_0643,,0.0
r_0644,,0.0
r_0645,,0.0
r_0646,,0.0
r_0647,,0.0
r_0648,,0.0
r_0649,,0.0
r_0650,,0.0
r_0651,,0.0
r_0652,,0.0
r_0653,,0.0
r_0654,,0.0
r_0655,,0.0
r_0656,,0.0
r_0657,,0.0
r_0658,,2.989759797830085
r_0659,,0.0
r_0661,,0.0
r_0662,,0.801280109524291
r_0663,,-0.1031432771413841
r_0664,,0.0
r_0666,,0.0
r_0667,,0.02986730699160489
r_0668,,0.0
r_0669,,0.10314327714138677
r_0670,,0.0
r_0671,,0.002427999999667918
r_0672,,0.0
r_0673,,0.0
r_0674,,0.0
r_0675,,0.0
r_0676,,0.0
r_0678,,0.11462651484626754
r_0679,,0.0
r_0680,,0.0
r_0681,,0.0
r_0682,,0.0
r_0683,,0.0
r_0687,,0.0
r_0688,,0.0
r_0689,,0.0
r_0690,,0.0
r_0691,,0.0
r_0692,,0.0
r_0693,,0.0
r_0694,,0.002427999999667918
r_0695,,0.0
r_0696,,0.0
r_0697,,0.0
r_0698,,0.01493345349581432
r_0699,,-0.14537327422885463
r_0700,,0.0
r_0702,,0.0
r_0703,,0.0
r_0704,,0.0
r_0705,,0.0
r_0706,,0.0
r_0707,,0.0
r_0708,,0.0
r_0712,,0.0
r_0713,,3.791041907354371
r_0714,,-0.28315641051376933
r_0715,,0.0
r_0716,,0.0
r_0717,,0.0
r_0718,,0.0641092232213778
r_0719,,0.0
r_0721,,0.0
r_0722,,0.28437585014785327
r_0723,,-0.28437585014785327
r_0724,,0.44123083971726373
r_0725,,-0.2422104513064555
r_0726,,0.05652657056711707
r_0727,,0.08447657347315914
r_0728,,0.0
r_0730,,0.0
r_0731,,0.0
r_0732,,-0.2422104513064555
r_0733,,0.44123083971726373
r_0734,,1.9999999949504854e-06
r_0735,,0.022400480243703672
r_0736,,0.022400480243703672
r_0737,,0.022400480243703672
r_0738,,0.022400480243703672
r_0739,,0.08960192097481469
r_0747,,0.0
r_0748,,0.0
r_0749,,0.0
r_0750,,0.0
r_0751,,0.0
r_0752,,0.0
r_0753,,0.0
r_0754,,0.0
r_0755,,0.0
r_0756,,0.0
r_0757,,0.0033434660767414103
r_0758,,0.0033434660767414103
r_0759,,0.07202686993612419
r_0760,,0.0
r_0761,,0.0
r_0762,,0.002427999999667918
r_0763,,0.0
r_0764,,0.0
r_0765,,0.0006539999999386481
r_0766,,0.0
r_0767,,0.0
r_0768,,0.002427999999667918
r_0769,,0.0
r_0770,,7.054385405366922
r_0771,,0.0006539999999386481
r_0772,,0.0
r_0773,,17.34713656204536
r_0774,,0.0
r_0775,,0.0
r_0781,,0.0
r_0782,,0.0
r_0783,,0.0
r_0784,,0.0
r_0785,,0.002427999999667918
r_0786,,0.002427999999667918
r_0787,,0.0
r_0788,,0.0
r_0789,,0.0
r_0790,,0.0
r_0791,,0.0
r_0792,,0.0
r_0793,,0.0
r_0795,,0.12061375221440754
r_0796,,0.04989064021376467
r_0797,,0.0
r_0798,,0.0
r_0799,,0.0
r_0800,,4.470765720445319
r_0801,,0.0
r_0802,,0.0
r_0803,,0.0
r_0804,,0.0
r_0805,,0.0
r_0806,,0.0
r_0807,,0.0
r_0810,,0.0
r_0811,,0.8113347789989086
r_0812,,0.0
r_0813,,0.03872544676962807
r_0815,,-0.10306927714164799
r_0816,,0.07202686993612417
r_0817,,0.0
r_0818,,0.07202686993612417
r_0819,,0.0
r_0820,,-0.0674918198500909
r_0821,,0.0674918198500909
r_0831,,2.5598807703575726
r_0832,,2.5598807703575726
r_0841,,0.0
r_0842,,0.0
r_0843,,0.0
r_0844,,0.0
r_0845,,0.0
r_0847,,0.0
r_0848,,0.0
r_0849,,0.0
r_0850,,0.0
r_0851,,-0.52849614982029
r_0853,,0.0
r_0854,,0.0
r_0855,,0.06792824224093184
r_0882,,0.0
r_0883,,0.03872544676962807
r_0884,,0.0
r_0885,,0.0
r_0886,,1.6426676577879276
r_0887,,1.6426676577879276
r_0888,,0.5993187433924732
r_0889,,2.380270268089761
r_0890,,0.0
r_0891,,0.0
r_0892,,7.205270723043845
r_0893,,7.2052707230438955
r_0902,,-0.28437585014785327
r_0903,,4.79999999999427e-07
r_0904,,0.08960192097481469
r_0905,,0.0
r_0906,,0.0
r_0907,,0.0
r_0908,,0.06792776224093185
r_0909,,0.033171339866209584
r_0910,,0.033171339866209584
r_0911,,0.06792776224093185
r_0912,,0.10109910210714143
r_0913,,0.017843525142648534
r_0914,,0.06792824224093186
r_0915,,0.06792824224093186
r_0916,,0.18886292709954855
r_0917,,0.0
r_0918,,0.0
r_0919,,0.0
r_0920,,0.0
r_0921,,0.0
r_0922,,0.0
r_0929,,0.0
r_0935,,1.5999999050109182e-06
r_0936,,0.0
r_0937,,0.0
r_0938,,0.0681765280082157
r_0939,,0.04255645197510892
r_0940,,0.0
r_0942,,1.9999998812636477e-07
r_0943,,0.0
r_0949,,0.0
r_0950,,0.0
r_0951,,0.0
r_0953,,0.0
r_0954,,0.0
r_0955,,0.0
r_0956,,0.0
r_0957,,0.07435658987586992
r_0958,,0.9927502661112743
r_0959,,0.8871999831368376
r_0960,,9.999999974752427e-06
r_0961,,4.319845459353831
r_0962,,6.948066992791906
r_0963,,0.0
r_0965,,0.0
r_0966,,1.9999999999976125e-06
r_0967,,0.000799999999999045
r_0968,,0.0003999999999995225
r_0969,,0.0
r_0970,,0.001439999999998281
r_0971,,0.0
r_0972,,0.0009600000455964061
r_0973,,0.0024000000455503597
r_0974,,0.0
r_0975,,0.0
r_0976,,0.0
r_0977,,0.0
r_0978,,0.0
r_0979,,0.0
r_0982,,0.9619329824715805
r_0983,,0.0
r_0984,,1.4175372856182094
r_0985,,0.0
r_0986,,0.0
r_0987,,0.0
r_0988,,0.11462651484626754
r_0989,,0.11462651484626754
r_0990,,1.6426676577879278
r_0992,,0.0
r_0993,,0.0
r_0996,,0.12860186512596908
r_0997,,0.12860186512596908
r_0998,,0.0
r_0999,,0.0
r_1000,,0.0
r_1001,,0.0
r_1002,,0.0
r_1003,,0.0
r_1004,,0.0
r_1005,,0.0
r_1006,,0.0
r_1007,,0.0
r_1008,,0.0
r_1009,,0.0
r_1010,,0.0
r_1011,,0.01493345349581432
r_1012,,0.01493345349581432
r_1021,,0.0
r_1022,,2.5598775703577625
r_1023,,4.79999999999427e-07
r_1024,,0.0
r_1025,,0.0
r_1026,,0.03872544676962807
r_1027,,0.03872544676962807
r_1029,,0.0
r_1030,,0.0
r_1031,,0.0
r_1032,,0.0
r_1033,,0.0
r_1034,,0.0
r_1035,,0.0
r_1036,,4.79999999999427e-07
r_1037,,0.0
r_1038,,0.04352544686077312
r_1039,,0.0
r_1040,,0.0
r_1041,,0.09256335178967512
r_1043,,0.0
r_1045,,0.001439999999998281
r_1046,,0.0
r_1047,,0.0
r_1048,,-0.8695980824158891
r_1049,,0.7730695753720385
r_1050,,0.6444677102460694
r_1051,,0.05531028483483169
r_1054,,3.257624172079204
r_1055,,0.017843525142648534
r_1056,,0.0
r_1058,,0.0
r_1063,,0.52849614982029
r_1065,,0.0
r_1067,,0.0
r_1068,,0.0
r_1069,,0.0
r_1070,,0.0
r_1071,,-0.5993187433924732
r_1072,,0.09480777768136588
r_1073,,0.09480777768136588
r_1074,,0.0
r_1075,,0.0
r_1076,,0.0
r_1077,,0.0
r_1078,,0.0
r_1079,,0.0
r_1080,,0.0
r_1081,,3.9999997625272954e-07
r_1082,,0.0
r_1083,,3.9999997625272954e-07
r_1084,,0.0
r_1087,,0.0
r_1088,,-0.12068741841100916
r_1090,,0.0
r_1091,,0.0
r_1092,,0.0
r_1093,,0.0
r_1094,,0.0
r_1095,,0.0
r_1619,,0.0
r_1838,,0.11462651484626754
r_2029,,0.0
r_2112,,0.0
r_2113,,0.0
r_2114,,0.002427999999667918
r_2115,,0.0
r_2116,,0.0
r_2117,,0.46031962181207436
r_2118,,0.0
r_2119,,-0.4859396978451811
r_2126,,0.0
r_2131,,0.0
r_2140,,0.06543875137541505
r_2141,,0.0
r_2142,,0.0
r_2143,,0.0
r_2144,,0.0
r_2145,,0.0
r_2146,,0.0
r_2147,,0.0
r_2148,,0.0
r_2149,,0.0
r_2150,,0.0
r_2151,,0.0
r_2152,,0.0
r_2153,,0.0
r_2154,,0.0
r_2155,,0.0
r_2156,,0.015516013514168241
r_2157,,0.0
r_2158,,0.0
r_2159,,0.0
r_2160,,0.0
r_2161,,0.0
r_2162,,0.0
r_2163,,0.015516013514168241
r_2164,,0.0
r_2165,,0.0
r_2166,,0.0
r_2167,,0.0
r_2168,,0.0
r_2169,,0.0
r_2170,,0.015516013514115912
r_2171,,0.0
r_2172,,0.0
r_2173,,0.0
r_2174,,0.0
r_2175,,0.0
r_2176,,0.0
r_2177,,0.015516013514168241
r_2178,,0.0
r_2179,,0.0
r_2180,,0.0
r_2181,,0.0
r_2182,,0.037309742972871145
r_2183,,0.012329434570623115
r_2194,,0.0
r_2195,,0.0
r_2196,,0.0
r_2197,,-0.0009703286825540776
r_2198,,0.0009703286825540775
r_2199,,0.0009703286825540776
r_2200,,0.0
r_2201,,0.0
r_2202,,-0.00039255827637569836
r_2203,,-0.0009703286825540776
r_2204,,0.0009703286825540775
r_2205,,0.0009703286825540776
r_2206,,0.0
r_2207,,0.0
r_2208,,0.0
r_2209,,0.0
r_2210,,0.0
r_2211,,0.0
r_2212,,0.0
r_2213,,0.0
r_2214,,0.0
r_2215,,0.0
r_2216,,0.0
r_2217,,0.0
r_2218,,0.0
r_2232,,0.0
r_2233,,0.0
r_2234,,0.0
r_2235,,0.0
r_2236,,0.0
r_2237,,0.0
r_2238,,0.0
r_2239,,0.0
r_2240,,0.0
r_2241,,0.0
r_2242,,0.0
r_2243,,0.0
r_2244,,0.0
r_2245,,0.0
r_2246,,0.0
r_2247,,0.0
r_2248,,0.0
r_2249,,0.0
r_2250,,0.0
r_2251,,0.0
r_2252,,0.0
r_2253,,0.0
r_2254,,0.0
r_2255,,0.0
r_2256,,0.0
r_2257,,0.0
r_2258,,0.0
r_2259,,0.0
r_2260,,0.0
r_2261,,0.0
r_2262,,0.0
r_2263,,0.0
r_2264,,0.0
r_2265,,0.0
r_2266,,0.0
r_2267,,0.0
r_2268,,0.0
r_2269,,0.0
r_2270,,0.0
r_2271,,0.0
r_2272,,0.0
r_2273,,0.0
r_2274,,0.0
r_2275,,0.0
r_2276,,0.0
r_2277,,0.0
r_2278,,0.0
r_2279,,0.0
r_2280,,0.0
r_2281,,0.0
r_2282,,0.0
r_2283,,0.0
r_2284,,0.0
r_2285,,0.0
r_2286,,0.0
r_2287,,0.0
r_2288,,0.0
r_2289,,0.0
r_2290,,0.0
r_2291,,0.0
r_2292,,0.0
r_2293,,0.0
r_2294,,0.0
r_2295,,0.0
r_2296,,0.0
r_2297,,0.0
r_2298,,0.0
r_2299,,0.0
r_2300,,0.0
r_2301,,0.0
r_2302,,0.0
r_2303,,0.0
r_2304,,0.0
r_2305,,0.1286018651259691
r_2308,,0.005127236308653329
r_2309,,0.005127236308653329
r_2310,,0.005127236308653329
r_2311,,0.004992502871228531
r_2312,,0.0
r_2313,,0.0
r_2314,,0.0
r_2315,,0.0
r_2316,,0.00463879453225134
r_2317,,0.00463879453225134
r_2318,,0.0
r_2319,,0.0
r_2320,,0.0
r_2321,,0.0
r_2322,,0.0
r_2323,,0.0
r_2324,,0.0
r_2325,,0.0
r_2326,,0.0
r_2327,,0.0
r_2328,,0.0
r_2329,,0.0
r_2330,,0.0
r_2331,,0.0
r_2332,,0.00512723630865333
r_2333,,0.0
r_2334,,0.005127236308653329
r_2335,,0.0
r_2336,,0.00512723630865333
r_2337,,0.0
r_2338,,0.004992502871228531
r_2339,,0.0
r_2340,,0.00463879453225134
r_2341,,0.00463879453225134
r_2342,,0.0
r_2343,,0.0
r_2344,,0.0
r_2345,,0.0
r_2346,,0.0
r_2347,,0.0
r_2348,,0.0
r_2349,,0.0
r_2350,,0.0
r_2351,,0.0
r_2352,,0.0
r_2353,,0.0
r_2354,,0.0
r_2355,,0.0
r_2356,,0.0
r_2357,,0.0
r_2358,,0.0
r_2359,,0.0
r_2360,,0.0015938455086888055
r_2361,,0.00032344289418469256
r_2362,,0.001593845508688806
r_2363,,0.00032344289418469256
r_2364,,0.000811884670586682
r_2365,,0.0
r_2366,,0.0006771512331618839
r_2367,,0.0
r_2368,,0.00034185304121195657
r_2369,,0.0
r_2370,,0.0012704026145041133
r_2371,,0.0
r_2372,,0.0004884417764019894
r_2373,,0.0
r_2374,,0.00035370833897719136
r_2375,,0.0
r_2376,,0.0009285495732921553
r_2377,,0.0
r_2378,,0.0
r_2379,,0.0
r_2380,,0.0
r_2381,,0.0
r_2382,,0.0
r_2383,,0.0
r_2384,,0.0
r_2385,,0.0
r_2386,,0.0
r_2387,,0.0
r_2388,,0.0
r_2389,,0.0
r_2390,,0.0
r_2391,,0.0
r_2392,,0.0
r_2393,,0.0
r_2394,,0.0
r_2395,,0.0
r_2396,,0.0
r_2397,,0.0
r_2398,,0.0
r_2399,,0.0
r_2400,,0.0
r_2401,,0.0
r_2402,,0.0
r_2403,,0.0
r_2404,,0.0
r_2405,,0.0
r_2406,,0.0
r_2407,,0.0
r_2408,,0.0
r_2409,,0.0
r_2410,,0.0
r_2411,,0.0
r_2412,,0.0
r_2413,,0.0
r_2414,,0.0
r_2415,,0.0
r_2416,,0.0
r_2417,,0.0
r_2418,,0.0
r_2419,,0.0
r_2420,,0.0
r_2421,,0.0
r_2422,,0.0
r_2423,,0.0
r_2424,,0.0
r_2425,,0.0
r_2426,,0.0
r_2427,,0.0
r_2428,,0.0
r_2429,,0.0
r_2430,,0.0
r_2431,,0.0
r_2432,,0.003533390799964523
r_2433,,0.003533390799964523
r_2434,,0.0043153516380666475
r_2435,,0.0043153516380666475
r_2436,,0.0043153516380666475
r_2437,,0.0043153516380666475
r_2438,,0.0
r_2439,,0.0
r_2440,,0.0
r_2441,,0.0
r_2442,,0.0
r_2443,,0.0
r_2444,,0.0
r_2445,,0.0
r_2446,,0.0029761464538409547
r_2447,,0.0029761464538409547
r_2448,,0.003758107291943079
r_2449,,0.003758107291943079
r_2450,,0.003758107291943079
r_2451,,0.003758107291943079
r_2452,,0.0
r_2453,,0.0
r_2454,,0.0005572443461235683
r_2455,,0.0005572443461235683
r_2456,,0.0005572443461235683
r_2457,,0.0005572443461235683
r_2458,,0.0005572443461235683
r_2459,,0.0005572443461235683
r_2460,,0.0
r_2461,,0.0
r_2462,,0.0
r_2463,,0.0
r_2464,,0.0029761464538409542
r_2465,,0.002976146453840954
r_2466,,0.0029761464538409542
r_2467,,0.0029761464538409542
r_2468,,0.0029761464538409542
r_2469,,0.002976146453840954
r_2470,,0.0
r_2471,,0.0
r_2472,,0.0
r_2473,,0.0
r_2474,,0.0
r_2475,,0.0
r_2476,,0.0
r_2477,,0.0
r_2478,,0.0
r_2479,,0.0
r_2480,,0.0
r_2481,,0.0
r_2482,,0.0
r_2483,,0.0
r_2484,,0.0
r_2485,,0.0
r_2486,,0.0
r_2487,,0.0
r_2488,,0.0028458932338529565
r_2489,,0.0
r_2490,,0.0029761464539546415
r_2491,,0.002090039761611411
r_2492,,0.0029761464538409547
r_2493,,0.0029761464538409547
r_2494,,0.0
r_2495,,0.0
r_2496,,0.0028458932338529565
r_2497,,0.0
r_2498,,0.0029761464539546415
r_2499,,0.002090039761611411
r_2500,,0.0029761464538409547
r_2501,,0.0029761464538409547
r_2502,,0.0
r_2503,,0.0
r_2504,,0.0028458932338529565
r_2505,,0.0
r_2506,,0.0029761464539546415
r_2507,,0.002090039761611411
r_2508,,0.0029761464538409547
r_2509,,0.0029761464538409547
r_2510,,0.0
r_2511,,0.0
r_2512,,0.0
r_2513,,0.0
r_2514,,0.0
r_2515,,0.0
r_2516,,0.0
r_2517,,0.0
r_2518,,0.0
r_2519,,0.0
r_2520,,0.0
r_2521,,0.0
r_2522,,0.0
r_2523,,0.0
r_2524,,0.0
r_2525,,0.0
r_2526,,0.0
r_2527,,0.0
